CGC_HOSP,RAZAO,UF_ZI,CMPT
02466144000163,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
02466571000141,MATERDEI HOSPITAL MATERNO INFANTIL LTDA,51,200801
02476391000140,HOSPITAL VIDA,27,201505
02485175000161,PREFEITURA MUNICIPAL DE CHAPADA DOS GUIMARAES,51,201410
02490217000152,SOCIEDADE HOSPITALAR SAUDE LTDA,51,200801
02500002000256,FUNDACAO UNI,35,201302
02503447000109,HOSPRET HOSPITAL E MATERNIDADE LTDA,51,200801
02505238000102,INSTITUTO DE PSIQUIATRIA PROFESSOR WASSILY CHUC LTDA,52,201505
02525541000169,NOBREGA E VASCONCELOS LTDA,52,200801
02545778000101,ASSOCIACAO HOSPITALAR SANTA RITA,43,201505
02551236000141,INSTITUTO DA VISAO DR LUIZ ANTONIO KUSS LTDA,41,201505
02556932000140,SMS DE BERTOLINIA,22,201005
02560878000107,HOSPITAL ANCHIETA LTDA,53,200801
02572726000124,CCO CENTRO CEARENSE DE OFTALMOLOGIA LTDA,23,201504
02600740000194,FUNDACAO BANCOS DE OLHOS DE GOIAS,52,201505
02601752000133,HOSPITAL E MATERNIDADE SAO CAMILO SC LTDA,35,200801
02608131000181,HOSPITAL EVANGELICO DE RIO VERDE,52,201505
02615078000146,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA,52,201505
02615607000101,ASSOCIACAO BENEFICENTE ANDRE LUIZ,52,200801
02634186000166,RIBEIRO SHONO E CALIL LTDA,52,200801
02636490000142,HOSPITAL E MATERNIDADE CAMPOS LTDA ME,52,200801
02652865000168,CLINICA JARDIM AMERICA LTDA,52,200801
02662035000111,ISO OLHOS INSTITUTO DE SAUDE OCULAR LTDA,31,201505
02672599000135,FUNDACAO HOSPITALAR DE RESENDE,33,200801
02683662000139,HOSPITAL GOIANIRA LTDA,52,201503
02695591000194,HOSPITAL CLINICO CIRURGICO LTDA,52,200801
02699069000180,NEUROCENTRO SC LTDA,23,201412
02709296000220,HOSPITAL MUNICIPAL DE SAO FELIX DO XINGU,15,201505
02747949000185,HOSPITAL DIA PSIQUIATRICO RENASCER LTDA,41,200801
02748506000290,CENTRO DE EDUCACAO E SAUDE COMUNITARIO CESAC,26,201505
02756031000445,COBRA CENTRO ONCOLOGICO BRASILEIRO LTDA,21,201306
02761347000182,ORGANIZACAO HOSPITALAR SAO JOSE DO TOCANTINS LTDA,52,200801
02762633000162,FUNDACAO DE ATENCAO A SAUDE DE ITABUNA,29,201505
02765097000663,ASSOCIACAO BENEDITINA DA PROVIDENCIA HOSPITAL SAO MARCOS,42,201505
02765097001635,ASSOCIACAO BENEDITINA DA PROVIDENCIA ABENP,42,201505
02766875000558,UPDATE UNIDADE PESQ DIAG AVANCADA E TRA ESPEC S C LTDA EPP,24,201505
02776458000162,HOSPITAL NOSSA SENHORA SANTANA LTDA,52,201505
02778769000160,CENTRO DE MEDICINA INTEGRADA LTDA,52,201505
02787634000161,ASSOCIACAO BENEFICENTE DE ITABERA,35,201411
02798796000103,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MONTE BELO,31,201505
02815033000115,HOSPITAL GHS LTDA,52,200801
02817369000117,EMPRESA HOSPITALAR REUNIDA LTDA,52,200801
02828204000140,ONIX CENTRO MEDICO LTDA,41,201505
02850634000169,HOSPITAL CIDADE JARDIM LTDA,52,201505
02860567000163,L C DE OLIVEIRA XAVIER,17,200801
02874741000127,HOSPITAL REGIONAL DE CRIXAS LTDA,52,201505
02877511000111,FUNDACAO SAO CARLOS,31,201505
02881019000110,HOSPITAL MODELO REGIONAL LTDA,52,200801
02911462000196,WILLIAN COSTA RIBEIRO E CIA LTDA,52,200801
02927389000140,ASSOCIACAO CASA DE SAUDE BENEFICENTE DE INDIAPORA,35,201505
02930277000149,HOSPITAL MUNI DE URGE E EMER CLEMENTINO MOURA SOCORRAO II,21,201505
02973240000521,SECRETARIA DE ESTADO DA SAUDE,21,201505
02973240000602,SECRETARIA DE ESTADO DA SAUDE DO MARANHAO,21,201505
02973240000793,SECRETARIA DE ESTADO DA SAUDE,21,201505
02973240000874,SECRETARIA DE ESTADO DA SAUDE,21,201505
02973240000955,SECRETARIA DE ESTADO DA SAUDE,21,201505
02973240001099,PREFEITURA MUNICIPAL DE CHAPADINHA HAPA,21,200801
02973240001331,SECRETARIA DE ESTADO DA SAUDE DO MARANHAO,21,201505
02973240001412,SECRETARIA DE ESTADO DA SAUDE DO MARANHAO,21,201505
02973240002575,SECRETARIA DE ESTADO DA SAUDE SES,21,201505
02973240002737,PREFEITURA MUNICIPAL DE COROATA,21,200912
02973240002818,PREFEITURA MUNICIPAL DE BACABAL,21,200801
02973240002907,GERENCIA DE ESTADO DE QUALIDADE DE VIDA,21,201504
02973240003032,SECRETARIA DE ESTADO DA SAUDE DO MARANHAO,21,201505
02973240003202,SECRETARIA DE ESTADO DA SAUDE DO MARANHAO,21,201505
02973240003466,GERENCIA DE ESTADO DE QUALIDADE DE VIDA,21,200801
02973240003970,SECRETARIA DE ESTADO DA SAUDE DO MARANHAO,21,201505
02982622000198,PS BRANDES E CIA LTDA,21,200801
02984340000120,COTEFI CLINICA DE ORTOPEDIA TRAUMATOLOGIA E FISIOTERAPIA SC,29,201410
02990135000177,CLINICA PHILLADELFIA LTDA,22,200801
02993385000160,FUNDACAO ELETRONUCLEAR DE ASSISTENCIA MEDICA,33,201505
03004504000330,MISSAO CRISTA BRASILEIRA,51,200801
03009149000120,SOC PATRONATO NS DO PILAR MANT DO HOSPITAL JAURU,51,200801
03030285000100,SOCIEDADE BENEFICENTE DONA ELMIRIA SILVERIO BARBOSA,50,201505
03030431000199,CLINICA PSIQUIATRICA SANTO ANTONIO DE PADUA LTDA,26,201505
03066309000334,ASSOCIACAO FRANCISCANA DE ASSISTENCIA A SAUDE,43,201505
03066309000920,ASSOCIACAO FRANCISCANA DE ASSISTENCIA A SAUDE,43,201505
03066309001144,ASSOCIACAO FRANCISCANA DE ASSISTENCIA A SAUDE,43,201505
03070653000135,VALMIR PEDROSO,50,201505
03073525000145,ASSOC DE PROT ASSIST A MAT E A INFANCIA DE NIOAQUE,50,200801
03073889000125,SOCIEDADE BENEFICIENCIA POCONEANA,51,201505
03076452000145,ASSOCIACAO BENEFICENTE DE RIO BRILHANTE,50,201505
03086218000107,PREFEITURA MUNICIPAL DE TIMBO GRANDE,42,200801
03087115000153,HOSPITAL PSIQUIATRICO DIA WALTERDS SAMPAIO,22,200801
03094360000198,UNIDADE MISTA NOSSA SENHORA DAS GRACAS,27,201503
03095976000183,CLINICA DE URGENCIA DE PICOS,22,201504
03099157000104,SANTA CASA DE MISERICORDIA E MATERNIDADE DE RONDONOPOLIS,51,201505
03123393000208,ASSOCIACAO FRANCISCANA DE ASSISTENCIA A SAUDE,43,201505
03128118000198,SOCIEDADE HOSPITALAR SAO JOAO BATISTA,51,201505
03149572000125,WW LTDA CASA DE SAUDE DE RIO VERDE,50,200801
03153806000108,HOSPITAL BENEFICENTE SAO MATEUS,50,201505
03153947000120,MATERNIDADE DA MAE POBRE NOSSA SENHORA DA GLORIA,50,201505
03163888000171,SANTA CASA DE MISERICORDIA DE PARANAIBA,50,201504
03163912000172,HOSPITAL PSIQUIATRICO DR ADOLFO BEZERRA DE MENEZES,50,201504
03168879000173,BENEFICENCIA HOSPITALAR DE BELA VISTA,50,201505
03177955000107,SOCIEDADE HOSPITALAR BENEFICENTE SAO MIGUEL,42,200801
03178170000159,FUNDACAO LUVERDENSE DE SAUDE,51,201505
03183699000160,COLETTO E NEWMANN,15,200801
03184906000100,ASSOCIACAO HOSPITALAR MANOEL FRANCISCO GUERREIRO,43,201505
03198858000109,HOSPITAL MATERNIDADE AGOSTINHO CRUZ MARQUES,21,201505
03202777000127,HOSPITAL MARECHAL RONDON,50,201505
03207938000175,SMS RIO HOSPITAL MUNICIPAL FRANCISCO DA SILVA TELLES AP 3 3,33,201505
03211935000105,SOCIEDADE HOSPITALAR SAO LUCAS,50,201505
03216882000115,ULTRA CLINICA SIC LTDA,15,200801
03221702000193,FUNDACAO CARMEN PRUDENTE DE MATO GROSSO DO SUL,50,201505
03222051000156,INSTITUTO RODOLFO NEIROTTI DE GERENCIAMENTO E PESQUISA LTDA,28,201505
03222916000184,SOCIEDADE DE P A MAT E A I DE CAMAPUA,50,201505
03264911000114,HOSPITAL DAS CLINICAS DE ANANINDEUA SC LTDA,15,201505
03266988000123,HOSPITAL E MATERNIDADE NOSSA SENHORA SANTANA LTDA,51,200801
03267101000464,CENTRO ESPIRITA DISCIPULOS DE JESUS,50,201505
03270100000126,UNIDADE MISTA DE JUAZEIRO,29,200801
03272689000100,ASSOCIACAO DE AMPARO A MATERNIDADE E A INFANCIA,50,201505
03272699000137,HOSPITAL MUNICIPAL DR MUNIR RAFFUL,33,201505
03273885000190,ASSOCIACAO DE AUXILIO E RECUPERACAO DOS HANSENIANOS,50,201505
03276524000106,ASSOCIACAO BENEFICENTE DE CAMPO GRANDE,50,201505
03278063000100,PREFEITURA MUNICIPAL DE SANTA FILOMENA DO MARANHAO,21,201505
03284505000113,HOSPITAL MATERNIDADE SAO VICENTE DE PAULO,23,201505
03291531000179,CLINICA DE ATENDIMENTO MEDICO ESPECIALIZADO LTDA ME,52,201505
03324861000113,FUNDACAO HOSPITALAR VALE DO JARI,15,200801
03342905000138,HOSPITAL E MATERNIDADE WILSON MARTINS LTDA,22,201505
03343654000106,SOCIEDADE BENEFICENTE DE MIRANDA,50,200801
03347838000144,O BOM SAMARITANO,51,201505
03350495000177,CLINICA SAO FRANCISCO,31,201209
03370822000152,ASSOC DE PROTECAO E ASSIST AS MAES E C JATAIENSES,50,201505
03376102000102,BAHIA SERVICOS DE SAUDE LTDA,29,201505
03381498000178,ASSOCIACAO BENEFICENTE DE CORUMBA,50,201505
03389961000128,SMS RIO IMAS JULIANO MOREIRA AP 40,33,201505
03389985000187,SMS RIO HOSPITAL MUNICIPAL ALVARO RAMOS AP 40,33,201505
03390000000133,CENTRO MEDICO E MATERNIDADE SAO VICENTE LTDA,52,200801
03390337000140,SMS RIO HOSPITAL MUNICIPAL JURANDYR MANFREDINI AP 40,33,201505
03390345000197,SMS RIO HOSPITAL MUNICIPAL DA PIEDADE AP 32,33,201505
03400991000198,SOCIEDADE BENEFICENCIA DE DOM AQUINO,51,201505
03403105000180,MARAN WATTE ACOSTA E CIA LTDA,41,200801
03409366000107,SANTA CASA DE MISERICORDIA DE LAGOA SANTA,31,200801
03415551000104,CLINICA SAO JOSE LTDA,51,200801
03418190000150,SAUDE CENTER HOSPITAL E MATERNIDADE,15,200801
03420437000172,HOSPITAL SAO SILVESTRE LTDA,52,201505
03422557000109,HOSPITAL E MATERNIDADE SAO LUIZ LTDA,52,200801
03423997000180,CAIRES CIA LTDA,15,200801
03434647000110,FUNDACAO DE SAUDE STO ANT DOS TRAB RUR DE GUARANIACU,41,201505
03452469000150,SESDEC HOSPITAL ESTADUAL ADAO PEREIRA NUNES,33,201005
03454583000119,SECRETARIA DE ESTADO DE SAUDE E DEFESA CIVIL RIO DE JANEIRO,33,200912
03456304000156,INST CEMA DE OFTALMOLOGIA E OTORRINOLARINGOLOGIA,35,201505
03479706000176,HOSPITAL E MATERNIDADE SANTA ANA LTDA,50,200801
03481454000896,ASSOCIACAO BENEFICENTE E CULTURAL CORACAO DE MARIA,51,200801
03495529000111,CAMARGO E MENDONCA LTDA,28,201505
03503638000214,PREFEITURA MUNICIPAL DE PONTE BRANCA,51,201505
03507514000207,PREFEITURA MUNICIPAL DE NOSSA SENHORA DO LIVRAMENTO,51,201505
03508210000183,ASSOCIACAO DE ASSIST MEDICA HOSP DR LINCOLN GRACA,41,201505
03509072000157,ASSOCIACAO BENEFICIENTE ASSISTENCIAL HOSP CLINICAS DENISE,51,201505
03515174000185,SECRETARIA DE ESTADO DA SAUDE,25,201505
03539681000159,FUNDACAO DE SAUDE COMUNITARIA DE VARZEA GRANDE,51,201502
03547536000110,HELIO AMARAL RIBEIRO E CIA LTDA,51,200801
03558958000190,CLINICA MATERNO INFANTIL PLANALTO LTDA,13,200803
03568867000136,HOSPITAL DAS FORCAS ARMADAS,53,201004
03570892000154,HOSPITAL SANTA MARIA LTDA,50,200801
03571213000161,HOSPITAL E MATERNIDADE DE SANTA MARTA LTDA,50,200801
03583788000102,HOSPITAL DE CLINICAS SAO LUCAS SC LTDA,50,200801
03604782000166,ASSOCIACAO BENEFICENTE DOURADENSE,50,201505
03611193000296,SERVFISIO CLINICA DE FISIOTERAPIA ORTOPEDIA E TRAUMA LTDA,29,201410
03616243000147,ASSOCIACAO HOSPITAL CENTENARIO DE PAU DOS FERROS,24,201505
03620291000109,HOSPITAL NAZARENO LTDA,50,200801
03627314000107,HOSPITAL SAO LUCAS LTDA,53,201103
03644593000117,HOSPITAL VITA VOLTA REDONDA SA,33,201505
03650637000111,HOSPITAL ARENAPOLIS,51,201408
03667482000126,SOCIEDADE BENEFICENTE DE PORTO MURTINHO,50,201207
03694911000154,VISAO CLINICA DE OLHOS LTDA,24,201505
03712738000170,HOSPITAL GERAL SANTA LUZIA LTDA,29,201408
03715584000170,DMX ASSESSORIA E GESTAO LTDA,29,200801
03728477000186,HOSPITAL MUNICIPAL DE FRANCISCO SA,31,201505
03746769000141,SOCIEDADE BENEFICIENTE HOSPITALAR SENHOR BOM JESUS,42,200801
03747268000180,MISSAO EVANGELICA CAIUA,50,201505
03752532000173,HOSPITAL DAS CLINICAS DE TANGARA LTDA,51,201505
03756772000146,FUNDACAO MEDICO ASSISTENCIAL DO TRABALHADOR RURAL,51,201505
03781580000190,ASSOCIACAO DE SAUDE MENTAL INFANTIL DE GOIAS,52,201505
03846821000131,HOSPITAL NOSSO SENHORA MONT SERRAT LTDA,52,200801
03851397000113,FUNDACAO VESPASIANENSE DE SAUDE,31,201505
03857372000127,ASSOCIACAO MUNICIPAL DE PROTECAO E ASSIST DE ROSARIO OESTE,51,201412
03873593000199,SOCIEDADE BENEFICIENTE DO HOSPITAL NOSSA SENHORA AUXILIADORA,50,201505
03874990000185,SMS RIO INSTITUTO MUNICIPAL NISE DA SILVEIRA AP 32,33,201505
03875041000110,SMS RIO INSTITUTO MUNICIPAL PHILIPPE PINEL AP 21,33,201505
03875134000144,SMS RIO HOSPITAL MUNICIPAL RAPHAEL DE PAULA SOUZA AP 40,33,201505
03888591000173,SOCIEDADE AMIGOS AMAMBAI,50,201505
03891850000115,HOSPITAL E MATERNIDADE SETE QUEDAS LTDA,50,200801
03905023000133,HOSPITAL E MATERNIDADE BOM JESUS SC,50,200801
03911028000179,HOSPITAL MUNICIPAL DE BOM JARDIM DA SERRA,42,201505
03923737000174,IRMANDADE DA S C DE M BATAGUASSU,50,201505
03925419000142,HOSPITAL AMECOR LTDA,51,201505
03926987000168,ASSOCIACAO BENEFICENTE DE SAUDE DOS MILITARES DO ESTADO MT,51,201505
03933935000119,MEHANNA E MEHANNA S C LTDA,41,201505
03938727000102,SOTRAUMA SC LTDA,51,200801
03958221000165,CLINICA DE REPOUSO DE PARNAIBA LTDA,22,201505
04013515000187,HOSPITAL SANTA BARBARA,31,201505
04034526000224,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526000305,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526000496,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526000577,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526000810,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526000909,SECRETARIA DE ESTADO DE SAUDE DO ACRE SESACRE,12,201505
04034526001034,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526001115,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526001204,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526001468,HOSPITAL JOAO CANCIO FERNANDES,12,201505
04034526001549,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526001620,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526001700,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526001891,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526002006,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526002359,SECRETARIA DE ESTADO DE SAUDE DO ACRE,12,201505
04034526002430,SECRETARIA DE ESTADO DE SAUDE DO ACRE,12,201205
04034526002510,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526002600,SECRETARIA DE ESTADO DE SAUDE,12,201410
04034526002863,SECRETARIA DE ESTADO DE SAUDE,12,201411
04034526003088,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526003240,SECRETARIA DE ESTADO DE SAUDE,12,201505
04034526003320,SECRETARIA DE ESTADO DE SAUDE,12,201505
04044299000137,UNIDADE MISTA DE CAROEBE,14,200801
04056206000194,HOSPITAL EPITACIO DE ANDRADE LUCENA,14,200801
04062415000140,ASSOCIACAO BENEF HOSP SAO RAFAEL ARCANJO,43,201505
04064818000129,CENTRO MEDICO INTEGRADO VALE DO GUAPORE LTDA,51,201505
04079079000149,FUNDACAO HOSPITALAR DE PARAGUACU,31,201505
04092672000206,PREFEITURA MUNICIPAL DE JIPARANA,11,201504
04092680000252,PREFEITURA MUNICIPAL DE PIMENTA BUENO,11,201505
04092706000262,PREFEITURA MUNICIPAL DE VILHENA,11,201505
04092714000209,PREFEITURA MUNICIPAL DE CACOAL,11,201502
04100020000276,PREFEITURA MUNICIPAL DE COSTA MARQUES,11,201501
04104816000205,PREFEITURA MUNICIPAL DE ARIQUEMES,11,201505
04104816000388,PREFEITURA MUNICIPAL DE ARIQUEMES,11,201505
04169712000190,ASSOCIACAO NORTE PARANANENSE DE COMBATE AO CANCER,41,201505
04175034000259,CLINICA MEDICA REGIONAL LTD,28,201208
04189470000104,HOSPITAL NOSSA SENHORA DO ROSARIO LTDA,52,201505
04204863000131,HOSPITAL SAMARITANO DE JACUNDA LTDA,15,201505
04219820000120,M F MALTA PETUBA CIA LTDA,15,200801
04228409000110,HOSPITAL E MATERNIDADE MENINO JESUS LTDA,15,201504
04279226000124,V T MAEDA E CIA LTDA,41,201505
04279238000230,PREFEITURA MUNICIPAL DE JARU,11,201505
04287520000269,HOSPITAL DE BASE DR ARY PINHEIRO,11,201505
04287520000340,HOSPITAL ESTADUAL E PRONTO SOCORRO JOAO PAULO II,11,201505
04287520000501,HOSPITAL INFANTIL COSME E DAMIAO,11,201505
04287520000773,SECRETARIA ESTADUAL DA SAUDE,11,201505
04287520001079,HOSPITAL REGIONAL DE CACOAL,11,201505
04287520001150,SECRETARIA DE ESTADO DA SAUDE,11,201505
04295265000115,ASAMAS ASSOCIACAO SANTA MARIA DE SAUDE,35,201312
04311093000479,CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MS,50,201504
04316867000101,PREFEITURA MUNICIPAL DE ALTO PARAISO,11,201501
04322271000114,HOSPITAL MARIPA LTDA,41,200801
04332939000104,HOSPITAL E PRONTO SOCORRO DA CRIANCA ZONA LESTE,13,201505
04357778000103,HOSPITAL MODELO LTDA,15,201505
04371703000187,DIRETORIA DE SAUDE DA POLICIA MILITAR DO ESPIRITO SANTO,32,201505
04378626001592,UNIVERSIDADE FEDERAL DO AMAZONAS,13,201505
04380507000250,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA,11,201501
04382792000167,SOCIEDADE PORTUGUESA BENEFICENTE DO AMAZONAS,13,201505
04384829000196,MATERNIDADE HILDETE FALCAO BAPTISTA,28,200801
04385190000163,ASSOCIACAO COMUNITARIA DE SAUDE DE DELFINOPOLIS,31,200801
04391512000268,PREFEITURA MUNICIPAL DE COLORADO DO OESTE,11,201505
04394805000207,PREFEITURA MUNICIPAL DE ROLIM DE MOURA,11,201504
04408641000130,CENTRO MEDICO VANDERLAN CARVALHO LTDA,25,201010
04417906000167,PREFEITURA MUNICIPAL DE ESPINOSA,31,201505
04424552000188,OCULISTAS ASSOCIADOS DE MANAUS LTDA,13,201310
04425022000154,PREFEITURA MUNICIPAL DE MORROS,21,200801
04436552000106,PREFEITURA MUNICIPAL DE JACUNDA,15,200902
04441389000404,SECRETARIA DE ESTADO DE SAUDE DE MATO GROSSO,51,201505
04441389000757,SECRETARIA DE ESTADO DE SAUDE,51,201505
04441389000919,SECRETARIA ESTADUAL DE SAUDE DE MATO GROSSO,51,201502
04458767000110,HOSPITAL CENTRAL DE PIRABAS SC LTDA,15,200801
04465691000150,PREFEITURA MUNICIPAL DE ITINGA DO MARANHAO,21,201505
04487476000150,PRONTO SOC CARDIO RESPIRATORIO E HOSP CORACAO S S LTDA,13,201505
04509836000177,PREFEITURA MUNICIPAL DE SAO FRANCISCO DO BREJAO,21,201505
04510707000107,SANTA CASA DE MISERICORDIA DE CRUZEIRO DO SUL,12,201504
04528075000109,HOSPITAL SAO LUCAS SC LTDA,15,201504
04534053000143,FUNDACAO DE MEDICINA TROPICAL DOUTOR HEITOR VIEIRA DOURADO,13,201505
04535958000138,HOSPITAL PEDRIATRICO DE CONQUISTA,29,200801
04541288000162,HOSPITAL SAO SEBASTIAO,31,201505
04550185000169,G SILVA SANTOS E CIA LTDA,15,200801
04579488000104,HOSPITAL SAO LUCAS LTDA,15,201505
04592078000101,ORTOFORT CLINICA ORTOPEDICA LTDA,29,201505
04613761000170,CLINICA CIRURGICA SANTA CLARA LTDA,29,201505
04632212000223,PREFEITURA MUNICIPAL DE PRESIDENTE MEDICE,11,200801
04666577000198,HOSPITAL DA CHAPADA EMPREENDIMENTOS MEDICO HOSPITALARES LTDA,29,201503
04666863000153,HOSPITAL SANTA JULIA LTDA,13,201505
04678251000180,OFTALMO DAY CLINIC LTDA,21,201501
04678251000261,OFTALMO DAY CLINIC LTDA,21,200801
04679990000197,MACM PRESTADORA DE SERVICOS MEDICOS LTDA,41,201505
04695284000210,PREFEITURA MUNICIPAL DE ESPIGAO DOESTE,11,201505
04710210000124,CENTRO HOSPITALAR MANOEL ANDRE LTDA,27,201505
04758223000173,HOSPITAL MATERNIDADE DO POVO CAPITAO POCO,15,201505
04762301000103,HOSPITAL DO CORACAO DE LONDRINA LTDA,41,201505
04776818000151,ASSOCIACAO BENEFICENTE HOSPITAL COMUNITARIO SANTA CLARA,43,201310
04782595000135,CASA DE SAUDE MAE DO RIO,15,200801
04788565000136,INSTITUTO BRASILEIRO DE CIRURGIA OCULAR SC LTDA,23,201505
04792670000149,ASSOCIACAO BENEFICENTE BOM SAMARITANO,41,201505
04801613000189,HOSPITAL MUNICIPAL DE IMPEATRIZ,21,201505
04802138000165,ACAO SOCIAL SOCIEDADE BENEFICENTE SANTO ANTONIO,15,201504
04803609000150,FUNDACAO PRO PINHAIS DE PROMOCAO HUMANA,41,201505
04805882000113,CONSORCIO INTERMUNICIPAL DE SAUDE DO ARAGUAIA,51,201503
04819529000192,CENTRO DE SAUDE DO VALE DO IVAI LTDA,41,201505
04821104000118,CLINICA DE CRIANCAS PIO XII LTDA,15,201505
04878621000123,J S FILHO HOSPITAL LTDA,22,201504
04883018000130,FUNDACAO HARRY GUIDO GREIPEL,41,201505
04885197000225,SMS SECRETARIA MUNICIPAL DE SAUDE,23,201505
04885197000306,SMS SECRETARIA MUNICIPAL DE SAUDE,23,201505
04885197000578,SMS SECRETARIA MUNICIPAL DE SAUDE,23,201505
04885197000659,SMS SECRETARIA MUNICIPAL DE SAUDE,23,201505
04885197000900,SMS SECRETARIA MUNICIPAL DE SAUDE,23,201505
04885197001116,SMS SECRETARIA MUNICIPAL DE SAUDE,23,201505
04885197001205,SMS SECRETARIA MUNICIPAL DE SAUDE,23,201505
04885197001388,SECRETARIA MUNICIPAL DE SAUDE DE FORTALEZA,23,201505
04905188000178,SERVICO MEDICO HOSPITALAR,15,201505
04906860000140,CENTRO MEDICO PEDIATRICO DE ITABUNA LTDA,29,201505
04914206000188,CLINICA PEDIATRICA DO PARA LTDA,15,200801
04914925000280,PREFEITURA MUNICIPAL DE CEREJEIRAS,11,201407
04920607000140,HOSP E MAT BOM JESUS DOS PASSOS LTDA,22,201503
04928075000198,ASSOCIACAO HOSPITALAR COMUNITARIA REGIONAL DE SAUDE,43,201505
04928453000133,POLICLINICA INFANTIL LTDA,15,200801
04928479000181,BENEMERITA SOCIEDADE PORTUGUESA BENEFICENTE DO PARA,15,201505
04929345000185,FUNDACAO SANTA CASA DE MISERICORDIA DO PARA,15,201505
04933933000192,MATERNIDADE DO POVO,15,201505
04933933000273,MATERNIDADE DO POVO,15,200801
04933933000354,MATERNIDADE DO POVO,15,201505
04935409000231,VENERAVEL ORDEM TERCEIRA DE SAO FRANCISCO,15,201505
04938437000121,HOSPITAL INFANTIL SANTA TEREZINHA LTDA,15,201505
04956690000108,FUNDACAO MUNICIPAL DE SAUDE E ASSISTENCIA SOCIAL,31,200801
04959383000180,HOSPITAL DOS SERVIDORES DO ESTADO,15,200801
04965610000180,CAMPINHO E LIMA LTDA,22,201412
04993812000136,HOSPITAL DAS CLINICAS DE ALTAMIRA LTDA,15,201504
04994418000112,ASSOCIACAO HOSPITALAR VILA NOVA,43,201505
04995603000121,PREFEITURA DO MUNICIPIO DE SAO PAULO,35,201302
05001243000168,HOSPITAL E MATERNIDADE JOAO XXIII,15,201505
05001615000156,HOSPITAL E MATERNIDADE DE ANGELI LTDA,15,201504
05009287000134,HOSPITAL E MATERNIDADE NOSSA SENHORA DE NAZARE,15,201505
05012103000195,HOSPITAL SAO VICENTE DE PAULA,31,201505
05015755000183,HOSPITAL DOM BOSCO LTDA,15,201505
05029600000104,ASSOCIACAO GOIANA DE INTEGRALIZACAO E REABILITACAO AGIR,52,201505
05032420000173,QUEIROZ E CIA LTDA,15,200801
05033423000121,AZEVEDO GONCALVES E CUNHA LTDA,15,200801
05043009000101,ASSOCIACAO BENEFICENTE DOM BOSCO,43,201505
05051115000129,CASA DE SAUDE E MATERNIDADE SANTO ANTONIO,15,200801
05054929003990,SECRETARIA EXECUTIVA DE SAUDE PUBLICA,15,201505
05054929005003,SECRETARIA EXECUTIVA DE SAUDE PUBLICA,15,201504
05054929006077,SECRETARIA EXECUTIVA DE SAUDE PUBLICA SESPA,15,201504
05055128000257,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,25,201505
05095474000188,INSTITUTO SUEL ABUJAMRA,35,201505
05097571000100,HOSPITAL SAO JOAQUIM LTDA,15,200801
05099467000154,CENTRO DE OFTALMOLOGIA TADEU CVINTAL,35,201502
05140009000111,HOSPITAL SAO VICENTE LTDA,15,200801
05167425000103,MAZZAROLO MIKAMI LTDA,41,201505
05180351000145,HOSPITAL DAS CLINICAS DE CAPANEMA LTDA,15,200801
05182084000145,HOSPITAL IMACULADA CONCEICAO LTDA,15,200801
05193057000259,PREFEITURA MUNICIPAL DE PARAGOMINAS,15,201505
05233354000108,FUNDACAO HOSPITAL MUNICIPAL SCHLATTER,43,200901
05245390000183,ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL N SRA DO PARI,35,201505
05246563000188,ASSOCIACAO BENEF RURALISTA DE ASS MEDICA HOSP DE ANASTACIO,50,201505
05251632000303,PREFEITURA MUNICIPAL DE TUCURUI,15,200801
05251710000108,CENTRO DE ESTUDO DO HOSPITAL MONUMENTO,35,201505
05260481000198,ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO,31,201407
05261406000141,MED CENTER CLIRCA CLINICA METROPOLITANA SC LTDA,29,200801
05268526000251,INSTITUTO DE SAUDE E GESTAO HOSPITALAR ISGH,23,201505
05268526000766,INSTITUTO DE SAUDE E GESTAO HOSPITALAR ISGH,23,201505
05268526000847,INSTITUTO DE SAUDE E GESTAO HOSPITALAR ISGH,23,201505
05284790000106,N S XAVIER OLIVEIRA,15,201501
