CID,DESCRICAO,TP_NIVEL,RESTRSEXO,DS_CATEGORIA,DS_GRUPO,DS_CAPITULO
A49,Infecc bacter de local NE,CAT,5,Infecc bacter de local NE,A30-A49 Outras doenças bacterianas,I. Algumas doenças infecciosas e parasitárias
A490,Infecc estafilococica NE,SUBCAT,5,Infecc bacter de local NE,A30-A49 Outras doenças bacterianas,I. Algumas doenças infecciosas e parasitárias
A491,Infecc estreptococica NE,SUBCAT,5,Infecc bacter de local NE,A30-A49 Outras doenças bacterianas,I. Algumas doenças infecciosas e parasitárias
A492,Infecc p/Haemophilus influenzae NE,SUBCAT,5,Infecc bacter de local NE,A30-A49 Outras doenças bacterianas,I. Algumas doenças infecciosas e parasitárias
A493,Infecc p/Mycoplasma NE,SUBCAT,5,Infecc bacter de local NE,A30-A49 Outras doenças bacterianas,I. Algumas doenças infecciosas e parasitárias
A498,Outr infecc bacter de localiz NE,SUBCAT,5,Infecc bacter de local NE,A30-A49 Outras doenças bacterianas,I. Algumas doenças infecciosas e parasitárias
A499,Infecc bacter NE,SUBCAT,5,Infecc bacter de local NE,A30-A49 Outras doenças bacterianas,I. Algumas doenças infecciosas e parasitárias
A50,Sifilis congen,CAT,5,Sifilis congen,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A500,Sifilis congen precoce sintomatica,SUBCAT,5,Sifilis congen,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A501,Sifilis congen precoce form latente,SUBCAT,5,Sifilis congen,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A502,Sifilis congen precoce NE,SUBCAT,5,Sifilis congen,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A503,Oculopatia sifilitica congen tard,SUBCAT,5,Sifilis congen,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A504,Neurossifilis congen tard,SUBCAT,5,Sifilis congen,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A505,Outr form tard e sintomat sifilis congen,SUBCAT,5,Sifilis congen,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A506,Sifilis congen tard latente,SUBCAT,5,Sifilis congen,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A507,Sifilis congen tard NE,SUBCAT,5,Sifilis congen,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A509,Sifilis congen NE,SUBCAT,5,Sifilis congen,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A51,Sifilis precoce,CAT,5,Sifilis precoce,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A510,Sifilis genital prim,SUBCAT,5,Sifilis precoce,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A511,Sifilis anal prim,SUBCAT,5,Sifilis precoce,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A512,Sifilis prim de outr localiz,SUBCAT,5,Sifilis precoce,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A513,Sifilis secund da pele e das mucosas,SUBCAT,5,Sifilis precoce,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A514,Outr form de sifilis secund,SUBCAT,5,Sifilis precoce,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A515,Sifilis precoce latente,SUBCAT,5,Sifilis precoce,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A519,Sifilis precoce NE,SUBCAT,5,Sifilis precoce,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A52,Sifilis tard,CAT,5,Sifilis tard,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A520,Sifilis cardiovascular,SUBCAT,5,Sifilis tard,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A521,Neurossifilis sintomatica,SUBCAT,5,Sifilis tard,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A522,Neurossifilis assintomatica,SUBCAT,5,Sifilis tard,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A523,Neurossifilis NE,SUBCAT,5,Sifilis tard,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A527,Outr form de sifilis tard sintomatica,SUBCAT,5,Sifilis tard,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A528,Sifilis tard latente,SUBCAT,5,Sifilis tard,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A529,Sifilis tard NE,SUBCAT,5,Sifilis tard,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A53,Outr form e as NE da sifilis,CAT,5,Outr form e as NE da sifilis,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A530,Sifilis latente NE se recente ou tard,SUBCAT,5,Outr form e as NE da sifilis,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A539,Sifilis NE,SUBCAT,5,Outr form e as NE da sifilis,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A54,Infecc gonococica,CAT,5,Infecc gonococica,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A540,Inf gon tr genit inf s/abs periur/gland aces,SUBCAT,5,Infecc gonococica,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A541,Inf gon tr genit inf c/abs periur/gland aces,SUBCAT,5,Infecc gonococica,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A542,Pelviperit gonoc e outr infecc genitur gonoc,SUBCAT,5,Infecc gonococica,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A543,Infecc gonococica do olho,SUBCAT,5,Infecc gonococica,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A544,Infecc gonococica sist musculo-esqueletico,SUBCAT,5,Infecc gonococica,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A545,Faringite gonococica,SUBCAT,5,Infecc gonococica,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A546,Infecc gonococica do anus ou do reto,SUBCAT,5,Infecc gonococica,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A548,Outr infecc gonococicas,SUBCAT,5,Infecc gonococica,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A549,Infecc gonococica NE,SUBCAT,5,Infecc gonococica,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A55,Linfogranuloma p/clamidia,CAT,5,Linfogranuloma p/clamidia,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A56,Outr infecc p/clamidias transm p/via sexual,CAT,5,Outr infecc p/clamidias transm p/via sexual,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
A560,Infecc p/clamidias trato geniturinario infer,SUBCAT,5,Outr infecc p/clamidias transm p/via sexual,A50-A64 Infecções de transmissão predominantemente sexual,I. Algumas doenças infecciosas e parasitárias
